,x,y,z,result
7302,-1396.0808,956.61011,-28.009779,0.996069
7303,-1412.1941,956.08795,-30.05625,0.989168
7304,-1420.2233,955.76355,-31.775684,0.984936
7305,-1427.0449,955.20398,-36.410076,0.983073
7306,-1440.1183,935.60779,-54.257206,0.992602
7307,-1439.9218,927.06567,-53.557598,0.988617
7308,-1434.4656,936.10907,-48.336506,0.986168
7309,-1440.3491,944.12555,-54.56797,0.99324
7310,-1448.1167,935.29028,-55.194305,0.996335
7311,-1432.542,937.57184,-40.573265,0.982178
7312,-1433.4448,929.26581,-38.985901,0.985531
7313,-1431.4181,945.76178,-42.179714,0.980169
7314,-1430.1516,953.8988,-43.995323,0.979854
7315,-1432.8022,952.65839,-51.750431,0.980519
7316,-1440.5398,952.55957,-55.006058,0.990604
7317,-1440.8368,960.91315,-55.327217,0.99017
7318,-1448.7369,952.31903,-54.48484,0.999428
7319,-1440.9348,901.56104,-49.833317,0.991873
7320,-1438.9662,902.86823,-42.072495,0.988353
7321,-1440.2749,910.02789,-51.191536,0.989965
7322,-1447.4857,901.12158,-54.528214,0.998966
7323,-1435.0333,903.86963,-35.15834,0.990939
7324,-1434.6868,912.39362,-36.244652,0.989403
7325,-1434.1909,920.87091,-37.593033,0.987954
7326,-1436.7579,919.56195,-45.090389,0.987177
7327,-1439.9014,918.5365,-52.540413,0.987646
7328,-1447.6249,918.20306,-55.064507,0.994154
7329,-1453.938,831.4964,-53.107868,1.000762
7330,-1454.0479,822.89661,-52.247303,1.000798
7331,-1453.9387,840.12274,-53.763035,1.001686
7332,-1461.1527,830.89325,-55.123295,1.001165
7333,-1454.0255,848.77063,-54.157257,1.00257
7334,-1454.0737,857.39703,-54.531834,1.00225
7335,-1461.45,848.16547,-55.14846,1.002062
7336,-1447.5636,730.27692,-31.24687,0.999961
7337,-1447.3295,721.6214,-31.018061,1.00021
7338,-1439.8019,730.80609,-29.765568,1.000201
7339,-1447.7743,738.91162,-31.486012,1.000334
7340,-1455.002,729.70935,-33.899143,0.999805
7341,-1432.1632,731.35461,-27.796673,1.000069
7342,-1432.0007,722.72754,-27.553799,0.999984
7343,-1424.4237,731.88794,-26.263027,0.999913
7344,-1432.3162,739.97949,-28.057608,1.000033
7345,-1432.4474,748.60388,-28.434904,1.000057
7346,-1424.6986,749.11176,-26.677959,1.000003
7347,-1432.5989,757.2323,-28.722189,1.000174
7348,-1440.2189,748.0907,-30.11948,1.000452
7349,-1447.9917,747.56506,-31.737814,1.000898
7350,-1448.1921,756.23004,-32.061214,1.000897
7351,-1454.8965,746.99957,-35.674999,1.000361
7352,-1446.811,695.71332,-30.472773,1.000203
7353,-1446.6357,687.07623,-30.335873,0.999875
7354,-1439.0687,696.25568,-28.742142,1.000148
7355,-1446.9932,704.34845,-30.589375,1.000354
7356,-1454.564,695.16693,-32.183071,1.000247
7357,-1431.3439,696.797,-26.910885,1.000152
7358,-1431.1421,688.15472,-26.661789,1.000228
7359,-1423.6144,697.33923,-25.124596,1.000185
7360,-1431.5557,705.44159,-27.159399,1.000262
7361,-1431.7841,714.08698,-27.32686,1.000117
7362,-1424.0715,714.63129,-25.697794,1.000101
7363,-1439.4269,713.53534,-29.269678,1.000013
7364,-1447.157,712.98853,-30.799864,1.000298
7365,-1454.7662,712.42163,-32.868855,1.000289
7366,-1417.4261,784.02661,-26.132263,0.999928
7367,-1417.3013,775.41437,-25.722486,1.000019
7368,-1409.5409,784.45831,-24.389074,0.999956
7369,-1417.5892,792.64557,-26.33514,0.999899
7370,-1425.3722,783.60077,-27.581202,1.000156
7371,-1417.8499,801.29303,-26.550028,1.000101
7372,-1409.9443,801.71783,-24.954899,0.999939
7373,-1418.0984,809.94373,-26.826508,1.000026
7374,-1425.7466,800.86609,-28.190491,1.000315
7375,-1418.3636,818.59631,-27.027605,0.999996
7376,-1410.4691,819.01355,-25.597677,0.999932
7377,-1426.1681,818.16016,-28.893656,1.000216
7378,-1448.1904,799.28754,-35.187885,1.000391
7379,-1448.3159,790.67218,-34.175602,1.000358
7380,-1441.2345,799.84888,-31.400803,1.000769
7381,-1447.9011,807.89319,-36.315407,1.000785
7382,-1451.826,798.2804,-42.160019,1.00081
7383,-1433.4629,800.34943,-29.965733,1.000657
7384,-1433.2147,791.71069,-29.722763,1.000443
7385,-1433.712,809.00433,-30.022667,1.000632
7386,-1433.9609,817.66156,-30.257902,1.000476
7387,-1441.6156,817.15613,-32.219299,1.001041
7388,-1447.4635,816.47815,-37.540287,1.000721
7389,-1450.5756,815.39032,-44.749287,1.000451
7390,-1448.2612,764.84314,-32.475872,1.000778
7391,-1440.5664,765.36005,-30.46319,1.000571
7392,-1448.3401,773.46472,-32.89843,1.000447
7393,-1454.1993,764.17462,-37.758205,1.000698
7394,-1432.7505,765.85632,-28.982403,1.000409
7395,-1425.0204,766.35272,-27.090384,1.000104
7396,-1432.8971,774.47729,-29.267443,1.000544
7397,-1433.0675,783.09558,-29.48702,1.000379
7398,-1440.8683,782.59753,-30.890345,1.000394
7399,-1448.3733,782.06927,-33.46175,1.000224
7400,-1453.0725,781.24091,-39.839401,1.000602
7401,-1457.2341,762.99097,-44.534271,1.000374
7402,-1457.8291,754.45166,-43.437748,1.000439
7403,-1456.619,771.54095,-45.65263,0.999907
7404,-1460.8759,761.89478,-51.027821,1.000741
7405,-1456.0325,780.0658,-46.733322,1.000371
7406,-1455.4667,788.58435,-47.809189,1.001239
7407,-1460.5309,779.08527,-52.793091,0.999974
7408,-1454.9399,797.12964,-48.960541,1.002286
7409,-1454.5294,805.703,-50.101818,1.002703
7410,-1460.6406,796.3645,-53.943508,1.002562
7411,-1454.2246,814.29437,-51.208195,1.001785
7412,-1460.8925,813.63892,-54.600235,1.003021
7413,-1467.8351,692.08112,-49.397892,1.000597
7414,-1468.2019,683.47382,-48.445709,1.000562
7415,-1464.524,693.23712,-42.688889,0.999796
7416,-1467.5397,700.69061,-50.337734,1.000516
7417,-1473.8651,691.25592,-53.932487,1.00159
7418,-1460.9574,694.37225,-36.135883,0.999981
7419,-1461.2148,685.76129,-35.237705,0.999835
7420,-1460.7454,702.98041,-36.979885,0.999837
7421,-1460.3812,711.58014,-37.938061,0.999722
7422,-1459.9198,720.15295,-38.936096,0.999956
7423,-1463.5267,710.41748,-44.752419,0.999562
7424,-1467.3325,709.32471,-51.250664,0.999753
7425,-1467.1876,717.9566,-52.119476,0.998621
7426,-1474.1553,708.59766,-54.57663,1.000721
7427,-1467.1876,726.59686,-52.823254,0.999223
7428,-1462.4688,727.55402,-46.873589,0.999613
7429,-1467.2933,735.24774,-53.266888,1.001325
7430,-1474.4652,725.91534,-54.985645,1.000041
7431,-1459.4547,728.73883,-39.99802,1.000051
7432,-1458.9237,737.29053,-41.108646,0.999828
7433,-1458.371,745.8631,-42.264194,0.999935
7434,-1461.5262,744.70947,-48.995159,1.00105
7435,-1467.3479,743.89905,-53.771465,1.002007
7436,-1467.4579,752.54419,-54.132442,1.002143
7437,-1474.7649,743.24573,-54.990479,1.001553
7438,-1444.5704,591.97833,-27.79385,1.000245
7439,-1444.3501,583.31494,-27.615402,1.00049
7440,-1436.8242,592.58728,-26.074528,1.00031
7441,-1444.7955,600.63519,-27.984665,1.000027
7442,-1452.2472,591.35626,-29.80765,1.000272
7443,-1445.0081,609.29547,-28.197121,1.000124
7444,-1437.1945,609.86304,-26.506603,1.000062
7445,-1445.2278,617.95013,-28.410942,1.000236
7446,-1452.7301,608.71643,-30.275974,0.99991
7447,-1443.903,557.45325,-27.006094,1.000675
7448,-1443.7164,548.83185,-26.946335,1.000637
7449,-1436.1035,558.06366,-25.248707,1.000687
7450,-1444.0656,566.07172,-27.14846,1.000608
7451,-1451.6753,556.83704,-28.858917,1.000479
7452,-1444.2035,574.69055,-27.403076,1.000577
7453,-1436.4606,575.31726,-25.658268,1.000544
7454,-1451.8962,574.06238,-29.35392,1.000445
7455,-1445.8849,661.06134,-29.660887,1.000005
7456,-1445.635,652.39044,-29.407509,1.000409
7457,-1438.199,661.62982,-27.623964,1.000142
7458,-1446.1373,669.73535,-29.910299,0.999723
7459,-1453.6788,660.50696,-31.233459,0.999873
7460,-1430.4198,662.18567,-25.969893,1.000204
7461,-1430.1874,653.53082,-25.698269,1.0001
7462,-1422.6775,662.74506,-24.165541,1.000096
7463,-1430.6462,670.84015,-26.261463,1.000178
7464,-1430.8829,679.49579,-26.505308,1.000273
7465,-1423.1381,680.04285,-24.670738,1.000166
7466,-1438.6871,678.95386,-28.092972,1.000156
7467,-1446.3789,678.39746,-30.143494,0.999749
7468,-1454.2126,677.86566,-31.689938,0.99953
7469,-1445.3314,626.55847,-28.6364,1.00002
7470,-1437.5239,627.11407,-26.876492,1.000078
7471,-1445.4352,635.16669,-28.892931,1.000035
7472,-1453.0743,625.99707,-30.674036,0.999895
7473,-1445.5192,643.77637,-29.191105,1.000401
7474,-1437.7941,644.3465,-27.273279,1.000118
7475,-1453.3054,643.21173,-30.87089,1.000457
7476,-1471.3071,623.27057,-41.805195,0.999865
7477,-1471.7557,614.66602,-40.935562,1.000141
7478,-1467.3967,624.38062,-35.377167,0.9995
7479,-1470.8728,631.87146,-42.73452,0.999731
7480,-1474.5786,622.07935,-48.610676,1.000668
7481,-1460.499,625.19421,-32.214233,0.999622
7482,-1460.3894,616.58459,-31.996273,0.999329
7483,-1460.6088,633.82166,-32.408585,1.000014
7484,-1460.7036,642.45544,-32.645744,1.000219
7485,-1460.7833,651.07904,-32.984982,1.000209
7486,-1466.9927,641.62976,-36.954079,0.99984
7487,-1470.4025,640.47827,-43.679073,0.999532
7488,-1469.9535,649.10321,-44.655178,0.999698
7489,-1474.0111,639.35968,-50.34277,1.000559
7490,-1469.5432,657.70001,-45.583084,0.999883
7491,-1466.3893,658.86084,-38.72263,0.999948
7492,-1469.068,666.29309,-46.565365,0.999973
7493,-1473.6938,656.64618,-51.938461,0.999523
7494,-1460.9717,659.74725,-33.381222,0.999808
7495,-1461.1337,668.42963,-33.866512,0.999646
7496,-1461.2246,677.0979,-34.489857,0.999732
7497,-1465.5244,676.06097,-40.664566,1.000202
7498,-1468.6315,674.88647,-47.500072,1.000411
7499,-1473.6918,673.93573,-53.113506,1.000401
7500,-1473.4778,554.25281,-35.434505,1.000074
7501,-1473.4479,545.57782,-34.90963,1.000418
7502,-1466.4808,555.11304,-32.418545,0.999926
7503,-1473.426,562.90106,-36.071236,0.999932
7504,-1477.6261,553.13464,-41.792046,1.000265
7505,-1459.0212,555.97266,-30.858515,1.000091
7506,-1458.8778,547.34558,-30.700439,1.000196
7507,-1459.1658,564.60614,-31.028404,0.999944
7508,-1459.3391,573.2514,-31.093447,1.000366
7509,-1459.486,581.88159,-31.204073,1.000673
7510,-1466.7708,572.41382,-32.817471,1.000458
7511,-1473.296,571.55835,-36.783749,0.999816
7512,-1473.0972,580.19965,-37.566963,1.00009
7513,-1476.8794,570.42126,-43.485725,0.999806
7514,-1472.8384,588.82538,-38.388386,1.000265
7515,-1467.0427,589.73737,-33.435173,1.000534
7516,-1472.5425,597.44409,-39.219711,1.00026
7517,-1476.1135,587.6665,-45.232006,1.000212
7518,-1459.7058,590.55292,-31.385111,1.000465
7519,-1459.9244,599.23065,-31.595592,1.000101
7520,-1460.1554,607.90613,-31.793678,0.99958
7521,-1467.2966,607.0722,-34.3008,1.000071
7522,-1472.1533,606.05084,-40.08025,1.000377
7523,-1475.3279,604.86908,-46.916298,0.999802
7524,-1443.0299,522.84088,-26.175085,1.00088
7525,-1442.7814,514.17688,-26.007351,1.000726
7526,-1435.2455,523.46875,-24.308477,1.000741
7527,-1443.2445,531.50189,-26.501253,1.000811
7528,-1450.8076,522.21167,-28.082045,1.000894
7529,-1443.4769,540.16577,-26.730753,1.000679
7530,-1435.7048,540.78308,-24.772463,1.00061
7531,-1451.3051,539.55396,-28.471382,1.000475
7532,-1472.5552,485.01785,-32.895336,0.999668
7533,-1472.4064,476.36676,-32.713562,0.999612
7534,-1465.0724,485.94019,-31.265131,0.9999
7535,-1472.702,493.67816,-33.06414,1.000179
7536,-1479.4772,484.09198,-36.160393,0.99964
7537,-1457.6825,486.862,-29.289705,1.000243
7538,-1457.5789,478.25278,-29.067894,1.000319
7539,-1450.256,487.77695,-27.449108,1.000481
7540,-1457.7772,495.47379,-29.523186,1.000483
7541,-1457.8904,504.08469,-29.697453,1.000828
7542,-1450.4464,504.95236,-27.781315,1.0007
7543,-1458.0087,512.68951,-29.874407,1.001034
7544,-1465.39,503.21329,-31.397789,1.00097
7545,-1472.8566,502.32474,-33.247028,1.000872
7546,-1472.9785,510.97717,-33.53521,1.001212
7547,-1479.3043,501.42493,-37.449703,1.000439
7548,-1473.118,519.62158,-33.816936,1.000925
7549,-1465.7288,520.49829,-31.704268,1.000987
7550,-1473.249,528.2746,-34.130604,1.000447
7551,-1478.923,518.68439,-38.848446,1.000792
7552,-1458.2247,521.35199,-30.086327,1.000891
7553,-1458.4424,530.01996,-30.291283,1.000688
7554,-1458.6681,538.68085,-30.48661,1.000369
7555,-1466.131,537.81787,-32.071327,1.000352
7556,-1473.3705,536.9245,-34.488354,1.000514
7557,-1478.3192,535.89868,-40.285702,1.000959
7558,-1471.1674,415.72281,-31.674139,1.000737
7559,-1470.9807,407.04608,-31.594799,1.000477
7560,-1463.687,416.69226,-29.91703,1.000466
7561,-1471.3373,424.38086,-31.798277,1.000837
7562,-1478.6155,414.74152,-33.541874,1.001034
7563,-1456.2419,417.66968,-28.050816,1.000561
7564,-1456.1023,409.03418,-27.887974,1.000649
7565,-1448.8143,418.64343,-26.112604,1.000392
7566,-1456.3824,426.30035,-28.199808,1.000638
7567,-1456.5481,434.93704,-28.275743,1.000636
7568,-1449.0806,435.87018,-26.385336,1.000573
7569,-1456.7139,443.56281,-28.360876,1.000591
7570,-1463.9917,433.99374,-30.255966,1.000732
7571,-1471.5085,433.06058,-31.931515,1.000892
7572,-1471.6908,441.72894,-32.079315,1.000766
7573,-1478.9193,432.11063,-34.02557,1.001233
7574,-1471.8794,450.39349,-32.227406,1.000487
7575,-1464.3505,451.31287,-30.596813,1.00041
7576,-1472.0576,459.05508,-32.376579,1.000185
7577,-1479.2236,449.44528,-34.517746,1.000638
7578,-1456.9381,452.2356,-28.524231,1.000535
7579,-1449.4492,453.15756,-26.743446,1.000709
7580,-1457.1576,460.9101,-28.698498,1.000423
7581,-1457.3774,469.58112,-28.867584,1.00043
7582,-1449.9308,470.51202,-27.094429,1.000577
7583,-1464.7434,468.64633,-30.943357,1.000049
7584,-1472.2346,467.71252,-32.550232,0.999816
7585,-1479.4215,466.75134,-35.18449,1.000189
7586,-1469.8627,346.39441,-30.771536,1.000577
7587,-1469.7146,337.73764,-30.648397,1.000932
7588,-1462.4321,347.43585,-28.701298,1.000676
7589,-1470.0208,355.061,-30.887291,1.000436
7590,-1477.3864,345.36005,-32.490337,1.000611
7591,-1454.9371,348.46814,-26.853222,1.000674
7592,-1454.8224,339.86298,-26.751432,1.000825
7593,-1447.4613,349.50705,-24.957722,1.000504
7594,-1455.0529,357.08017,-27.003378,1.000526
7595,-1455.1714,365.69095,-27.120836,1.000388
7596,-1447.6669,366.67242,-25.1716,1.000465
7597,-1455.3024,374.30267,-27.190754,1.000323
7598,-1462.7098,364.70932,-28.931644,1.000379
7599,-1470.1718,363.72461,-31.026703,1.000319
7600,-1470.3322,372.39069,-31.14958,1.000263
7601,-1477.7361,362.74295,-32.741009,1.000431
7602,-1470.49,381.0524,-31.277395,1.00026
7603,-1463.0164,382.0199,-29.240942,1.00033
7604,-1470.6488,389.72043,-31.415245,1.000196
7605,-1478.0471,380.09201,-32.985405,1.000309
7606,-1455.4896,382.98236,-27.412741,1.000371
7607,-1447.9978,383.94867,-25.453436,1.000138
7608,-1455.7,391.66626,-27.550488,1.000443
7609,-1455.9058,400.34982,-27.712059,1.000607
7610,-1448.4574,401.33594,-25.792744,1.000628
7611,-1463.3583,399.3653,-29.603193,1.000397
7612,-1470.8087,398.38251,-31.523014,1.000278
7613,-1478.3074,397.40646,-33.25882,1.000437
7614,-1468.7167,277.07578,-29.761087,1.00097
7615,-1468.577,268.40656,-29.655539,1.001034
7616,-1461.1968,278.16135,-27.846849,1.000588
7617,-1468.8644,285.73984,-29.843327,1.000913
7618,-1476.1816,275.98004,-31.8883,1.000985
7619,-1468.981,294.40903,-30.036362,1.000714
7620,-1461.4713,295.45886,-28.031168,1.00056
7621,-1469.13,303.08395,-30.176981,1.000587
7622,-1476.4958,293.36084,-32.06863,1.000918
7623,-1469.2625,311.75232,-30.310577,1.000665
7624,-1461.7692,312.78592,-28.288383,1.000565
7625,-1469.4183,320.41333,-30.415144,1.000797
7626,-1476.8197,310.71738,-32.146561,1.000895
7627,-1454.6344,331.18579,-26.586884,1.00095
7628,-1454.4426,322.50467,-26.464617,1.000644
7629,-1447.16,332.23526,-24.662758,1.000697
7630,-1462.092,330.12839,-28.597324,1.000873
7631,-1469.5648,329.07358,-30.537668,1.001015
7632,-1477.0885,328.02194,-32.282558,1.001168
7633,-1467.5057,207.89142,-29.122498,1.001935
7634,-1467.3375,199.25952,-29.078142,1.003533
7635,-1459.934,209.07349,-27.281822,1.001617
7636,-1467.6686,216.53087,-29.197271,1.001374
7637,-1475.0006,206.70512,-31.279816,1.002238
7638,-1467.8278,225.17284,-29.259533,1.001067
7639,-1460.2025,226.29457,-27.432451,1.001128
7640,-1467.9745,233.81509,-29.335819,1.001163
7641,-1475.3578,224.05219,-31.441355,1.000839
7642,-1468.1361,242.45145,-29.401157,1.001498
7643,-1460.5242,243.54594,-27.529802,1.00174
7644,-1468.276,251.10312,-29.477013,1.001445
7645,-1475.6481,241.37721,-31.589233,1.001234
7646,-1468.4186,259.74847,-29.588961,1.001248
7647,-1460.8927,260.85016,-27.637489,1.000902
7648,-1475.8961,258.65427,-31.72031,1.001552
7649,-1466.2423,139.2399,-28.738789,1.003693
7650,-1466.1531,130.61298,-28.67975,1.003353
7651,-1458.6382,140.43114,-26.880535,1.00343
7652,-1466.3909,147.87749,-28.764877,1.005504
7653,-1473.7894,138.09079,-30.930744,1.006258
7654,-1466.5658,156.49507,-28.772594,1.009084
7655,-1458.8954,157.62007,-26.992325,1.00668
7656,-1466.7048,165.02855,-28.937784,1.010962
7657,-1474.1166,155.27327,-31.018354,1.009655
7658,-1466.8724,173.54156,-28.863928,1.009101
7659,-1459.1841,174.70042,-27.083752,1.011962
7660,-1467.0234,182.06113,-28.954741,1.007642
7661,-1474.5105,172.40912,-31.010599,1.005256
7662,-1467.1923,190.63969,-28.972958,1.006086
7663,-1459.5775,191.84679,-27.213243,1.005009
7664,-1474.7,189.50047,-31.190569,1.006255
7665,-1465.1903,70.362381,-28.652782,1.002755
7666,-1465.0701,61.739407,-28.585829,1.002469
7667,-1457.5959,71.593796,-26.557411,1.002869
7668,-1465.356,78.986992,-28.583536,1.003596
7669,-1472.7935,69.145882,-30.777845,1.002474
7670,-1465.49,87.594589,-28.678638,1.003703
7671,-1457.8478,88.778587,-26.629305,1.003223
7672,-1465.6749,96.209869,-28.631306,1.003262
7673,-1473.115,86.4188,-30.823404,1.003853
7674,-1465.8152,104.8306,-28.683657,1.003216
7675,-1458.1831,105.98861,-26.587242,1.002503
7676,-1465.9395,113.42506,-28.697626,1.00271
7677,-1473.4382,103.64028,-30.862062,1.003296
7678,-1466.0573,122.0239,-28.687912,1.003047
7679,-1458.4242,123.20587,-26.693281,1.003193
7680,-1473.6338,120.85282,-30.906227,1.002617
7681,-1464.1307,1.1535262,-28.50806,1.001267
7682,-1463.9998,-7.525897,-28.507807,1.001131
7683,-1456.5115,2.4581673,-26.401657,1.001223
7684,-1464.2675,9.8266115,-28.499735,1.001309
7685,-1471.7219,-0.15686199,-30.718634,1.00106
7686,-1464.3943,18.49894,-28.516169,1.001245
7687,-1456.7537,19.745178,-26.412012,1.001289
7688,-1464.5259,27.16538,-28.551563,1.001516
7689,-1472.0105,17.251316,-30.728935,1.001082
7690,-1464.6702,35.817165,-28.520605,1.00187
7691,-1457.0267,37.043808,-26.437632,1.001929
7692,-1464.8033,44.460293,-28.54656,1.001946
7693,-1472.2778,34.587856,-30.73807,1.001669
7694,-1464.9232,53.101353,-28.603033,1.002122
7695,-1457.316,54.350498,-26.524471,1.002264
7696,-1472.5143,51.852196,-30.751581,1.002143
7697,-460.01492,-822.7641,-39.142185,1.001126
7698,-463.86169,-824.21106,-46.791187,0.999581
7699,-451.67023,-821.02472,-40.528065,1.001491
7700,-456.16153,-821.37683,-31.520716,0.99985
7701,-468.3793,-824.53058,-37.810555,1.000885
7702,-443.323,-819.26416,-41.865906,1.00189
7703,-447.07639,-820.67938,-49.426842,0.999611
7704,-434.97031,-817.52313,-43.269489,1.000869
7705,-439.50568,-817.862,-34.35569,1.000594
7706,-435.72766,-816.46094,-26.813446,0.998145
7707,-431.97922,-815.06812,-19.295557,0.99497
7708,-444.00952,-818.21307,-25.354115,0.996922
7709,-452.31757,-819.95038,-23.890627,0.99692
7710,-448.52426,-818.54352,-16.215698,0.993612
7711,-460.62698,-821.69629,-22.446833,0.997816
7712,-445.3461,-816.9118,-8.6470585,0.993672
7713,-437.00266,-815.36676,-10.239471,0.994249
7714,-442.97971,-811.86182,-2.4215453,0.996179
7715,-453.69595,-818.36786,-7.103394,0.993575
7716,-428.73083,-813.75647,-11.902216,0.995359
7717,-426.05991,-809.82965,-5.2654939,0.99814
7718,-424.20285,-802.8811,-1.408236,0.999529
7719,-422.6991,-795.03058,0.083039798,0.999993
7720,-432.74759,-803.57239,-0.412907,0.99926
7721,-441.32654,-804.21576,0.50847703,0.998788
7722,-439.87872,-796.13177,1.7285306,0.999875
7723,-449.89304,-804.89203,1.3306458,0.99867
7724,-478.66278,-821.83112,-2.416769,0.997337
7725,-481.56937,-825.39435,-9.5341082,0.996846
7726,-470.31964,-820.73755,-3.9383619,0.995623
7727,-476.62921,-814.90497,1.9466183,0.998507
7728,-487.05713,-822.8454,-1.0135802,0.99873
7729,-461.99023,-819.59723,-5.4779959,0.994236
7730,-465.03467,-821.9848,-13.013209,0.995357
7731,-459.81186,-813.56268,0.039457764,0.996464
7732,-458.21765,-805.55853,2.191335,0.998694
7733,-456.76825,-797.31415,3.1763487,0.99984
7734,-466.59042,-806.17914,2.8969154,0.998817
7735,-474.96951,-806.80145,3.5772254,0.99927
7736,-473.38855,-798.56158,4.4513445,0.999845
7737,-483.35019,-807.39984,4.1928511,0.999541
7738,-493.05792,-829.64886,-33.076523,0.999823
7739,-496.92627,-831.07709,-40.981129,0.999421
7740,-484.82117,-827.93848,-34.619358,0.999963
7741,-489.21011,-828.23773,-25.213415,0.99905
7742,-501.28873,-831.3609,-31.543812,1.000491
7743,-476.60358,-826.23242,-36.184334,1.000429
7744,-480.47952,-827.6734,-43.963943,0.999184
7745,-472.74524,-824.82617,-28.457525,1.000046
7746,-468.86304,-823.401,-20.733673,0.998198
7747,-477.11865,-825.11816,-19.031292,0.998097
7748,-485.3754,-826.82336,-17.349985,0.997936
7749,-493.64944,-828.53339,-15.724623,0.997075
7750,-526.49902,-836.29163,-22.933544,0.99992
7751,-530.53619,-837.69238,-30.093931,1.001369
7752,-518.09888,-834.66022,-25.767548,1.000899
7753,-522.49854,-834.90448,-15.750474,0.998545
7754,-534.961,-837.96143,-20.129496,0.999912
7755,-509.6611,-832.99945,-28.683527,1.001414
7756,-513.57129,-834.39777,-36.291676,1.004074
7757,-505.7869,-831.59808,-21.005127,0.999579
7758,-501.90332,-830.18829,-13.33216,0.996385
7759,-498.05582,-828.4563,-5.6833076,0.995251
7760,-510.18228,-831.84674,-10.97477,0.997035
7761,-518.43933,-833.49579,-8.6442852,0.998098
7762,-514.75793,-830.50305,-1.7666794,0.997578
7763,-526.75067,-835.12384,-6.242671,0.998427
7764,-512.64209,-824.17981,3.3580933,0.997534
7765,-504.07321,-823.87604,2.1177108,0.996546
7766,-511.01358,-816.17883,5.1893454,0.998562
7767,-521.28271,-824.35425,4.2558441,0.999344
7768,-495.5466,-823.36548,0.61718422,0.998085
7769,-493.71765,-815.75323,3.6951275,0.999431
7770,-492.04495,-807.60291,4.9377685,0.999508
7771,-490.44662,-799.39661,5.7382822,0.999984
7772,-500.75992,-807.78583,5.4673944,0.999369
7773,-546.17621,-823.75903,6.6440969,0.999122
7774,-547.83453,-831.30115,4.9083691,0.99905
7775,-537.86792,-823.96735,6.0300112,0.999027
7776,-544.58453,-816.02606,7.444787,0.99974
7777,-554.50305,-823.48047,7.0915866,0.999738
7778,-529.58258,-824.14465,5.195508,0.999459
7779,-531.33527,-831.49921,1.9904135,0.998597
7780,-527.98676,-816.22412,6.4376187,0.999457
7781,-556.12927,-841.87152,-9.8268995,0.997251
7782,-559.37341,-842.99213,-15.816511,0.99857
7783,-549.0448,-840.57043,-13.214739,0.997824
7784,-552.84955,-840.44537,-3.8115857,0.998028
7785,-563.16998,-843.15735,-6.3386774,0.997405
7786,-541.97174,-839.24518,-16.677431,0.99946
7787,-545.81635,-840.55591,-23.312338,1.000095
7788,-538.17438,-837.93781,-10.042797,0.998468
7789,-534.39905,-836.15906,-3.4622149,0.997519
7790,-542.19287,-836.6665,-0.88442731,0.997714
7791,-550.10492,-836.86835,1.4423664,0.998899
7792,-558.08215,-836.71051,3.4615371,0.998492
7793,-593.65942,-851.76971,-34.399414,1.001716
7794,-595.97223,-852.80786,-42.077362,1.003397
7795,-584.63751,-849.86389,-35.16777,1.00106
7796,-591.30835,-850.73859,-26.722216,1.000644
7797,-602.65985,-853.68292,-33.667004,1.002078
7798,-575.66272,-847.96057,-35.976585,1.000819
7799,-576.5061,-848.7193,-44.078156,1.002446
7800,-566.69647,-846.04254,-36.827957,1.002087
7801,-574.76758,-847.22308,-27.902514,1.000472
7802,-573.87897,-846.43799,-19.859694,0.999311
7803,-566.31769,-844.83887,-20.302046,1.000075
7804,-572.98761,-845.67737,-11.821373,0.997376
7805,-581.41699,-848.08002,-19.425726,0.999837
7806,-589.0014,-849.66803,-19.062048,1.000228
7807,-586.64728,-848.63293,-11.393804,0.998378
7808,-596.53046,-851.3158,-18.679302,1.00041
7809,-627.72089,-858.9693,-31.423962,1.002759
7810,-631.0929,-860.20557,-38.94389,1.002635
7811,-619.35797,-857.20923,-32.159721,1.003024
7812,-624.32489,-857.70294,-23.931801,1.001766
7813,-636.06329,-860.72803,-30.693922,1.00181
7814,-611.00916,-855.44257,-32.916161,1.002467
7815,-614.17737,-856.64075,-40.419762,1.003714
7816,-607.84399,-854.2373,-25.411011,1.001199
7817,-604.67511,-853.00153,-17.919621,1.000463
7818,-601.49011,-851.79938,-10.429865,0.997324
7819,-612.79205,-854.73535,-17.173073,1.00064
7820,-620.91998,-856.41541,-16.436113,1.000707
7821,-617.50006,-855.185,-8.9461842,0.998254
7822,-629.04285,-858.15295,-15.704256,1.000843
7823,-584.16357,-847.55939,-4.4820457,0.997649
7824,-577.13916,-846.08929,-5.106854,0.997863
7825,-582.18408,-844.20587,1.8329111,0.998601
7826,-591.16351,-848.99579,-3.8694489,0.996742
7827,-570.16949,-844.62689,-5.7272701,0.997583
7828,-567.64606,-842.06042,0.085810572,0.998548
7829,-565.65924,-837.27228,4.4339175,0.998568
7830,-564.00665,-831.05231,6.5972142,0.999426
7831,-573.2464,-837.74042,5.2610087,0.998766
7832,-580.86633,-838.1803,5.9515185,0.998599
7833,-579.77386,-831.04932,7.6101475,0.999019
7834,-588.47864,-838.57007,6.4801259,0.998887
7835,-562.54785,-823.48004,7.5889921,1.00009
7836,-561.07544,-815.91644,8.4754715,1.000047
7837,-570.57678,-823.47394,8.0057335,0.999992
7838,-615.14001,-853.57495,-1.2894622,0.997309
7839,-607.14899,-852.10376,-2.1065962,0.996159
7840,-613.52655,-848.5072,4.8873701,0.998791
